job_title,func_parent,functions,subfunctions
ea to chief technology officer and interim ea to chief executive officer,Technical,engineering,engineering-unknown
product management associate,Technical,product,product-unknown
software development manager and software developer,Technical,engineering,engineering-unknown
advertising product manager,Technical,product,product-unknown
photographer and creative director of inourgardentoo,Technical,design,design-unknown
engineer program management,Technical,engineering,engineering-unknown
octo engineer,Technical,engineering,engineering-unknown
engineer manager in payments,Technical,engineering,engineering-unknown
product manager discovery,Technical,product,product-unknown
app integration engineer,Technical,engineering,engineering-unknown
data integrations engineer lead,Technical,engineering,engineering-unknown
vice president product strategy and operations,Technical,product,product-unknown
finanzanalyst,Technical,analytics,analytics-unknown
senior actuarial analyst,Technical,analytics,analytics-unknown
data engineer architect and manager,Technical,engineering,engineering-unknown
product experience advocate,Technical,product,product-unknown
"global director, workplace ecology and design",Technical,design,design-unknown
perl programmer,Technical,engineering,engineering-unknown
data processor,Technical,analytics,analytics-unknown
creative and product,Technical,product,product-unknown
"director, production and product development",Technical,product,product-unknown
vice president research and development engineer   new frontiers,Technical,engineering,engineering-unknown
"director, digital analytics",Technical,analytics,analytics-unknown
director of special projects at funding circle,Technical,product,product-unknown
data management,Technical,analytics,analytics-unknown
backline product expert,Technical,product,product-unknown
technology analyst,Technical,analytics,analytics-unknown
"manager, data migration",Technical,analytics,analytics-unknown
"consumer data access, control, and portability",Technical,analytics,analytics-unknown
cybersecurity analyst,Technical,analytics,analytics-unknown
roblox game engineer,Technical,engineering,engineering-unknown
technical lead   marketing,Technical,engineering,engineering-unknown
senior grc analyst,Technical,analytics,analytics-unknown
rattache au responsable apres vente,Technical,product,product-unknown
corporate action analyst,Technical,analytics,analytics-unknown
product research and development,Technical,product,product-unknown
analista junior de rh,Technical,analytics,analytics-unknown
senior creative director | gcd,Technical,design,design-unknown
product manager mobile and product owner apps,Technical,product,product-unknown
tech lead for kuma service mesh,Technical,engineering,engineering-unknown
content design manager,Technical,design,design-unknown
"director of product, payments",Technical,product,product-unknown
business systems manager,Technical,analytics,analytics-unknown
principal product development,Technical,product,product-unknown
senior project and design manager,Technical,design,design-unknown
teamleiter messtechnik,Technical,engineering,engineering-unknown
technical product area lead,Technical,product,product-unknown
tech lead at gong.io,Technical,engineering,engineering-unknown
"senior vice president, publishing platform",Technical,product,product-unknown
"product lead, home operations and renovations",Technical,product,product-unknown
"product team lead, data integration",Technical,product,product-unknown
associate enablement manager,Technical,product,product-unknown
developpeuse front end,Technical,engineering,engineering-unknown
"senior lead product manager, growth",Technical,product,product-unknown
"senior manager, product",Technical,product,product-unknown
product manager at joor,Technical,product,product-unknown
vice president   platform integration,Technical,engineering,engineering-unknown
"manager, product science",Technical,product,product-unknown
